#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:17:11 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:17:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/402/2403/at20gcat&-order=I&-out=AT20G&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=S20&-out=e_S20&-out=S8&-out=e_S8&-out=S5&-out=e_S5&-out=Ep&-out.all=2&-out=Q&-out=Flags&-out=l_P20&-out=P20&-out=e_P20&-out=l_m20&-out=m20&-out=PA20&-out=l_P8&-out=P8&-out=e_P8&-out=l_m8&-out=m8&-out=PA8&-out=l_P5&-out=P5&-out=e_P5&-out=l_m5&-out=m5&-out=PA5&-out=Sp&Sp=Sp&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74022403
#Name: J/MNRAS/402/2403
#Title: Australia Telescope 20GHz Survey Catalog, AT20G (Murphy+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/mnras/402/2403	    IVOID of underlying data collection
#INFO	creator=Murphy T.	    First author or institution
#INFO	cites=bibcode:2010MNRAS.402.2403M	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/402/2403	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74022403	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_MNRAS_402_2403_at20gcat:
#Name: J/MNRAS/402/2403/at20gcat
#Title: The AT20G catalogue, version 1.0 (2009-10-15)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	AT20G	(A14)	IAU designation (JHHMMSS+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	S20	(I5)	? Peak brightness at 20GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_S20	(I3)	? Uncertainty on S20	[ucd=stat.error]
#Column	S8	(I4)	? Peak brightness at 8GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_S8	(I3)	? Uncertainty on S8	[ucd=stat.error]
#Column	S5	(I5)	? Peak brightness at 5GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_S5	(I3)	? Uncertainty on S5	[ucd=stat.error]
#Column	Ep	(A3)	[1-8.] Epochs of observation at 20, 8, 5GHz (4)	[ucd=meta.id]
#Column	Q	(A1)	[gp] Quality flag (g=good or p=poor)	[ucd=meta.code.qual]
#Column	Flags	(A3)	Other flags (5)	[ucd=meta.code.error]
#Column	l_P20	(A1)	Limit flag on P20	[ucd=meta.code.error]
#Column	P20	(I4)	? Polarized flux density (or limit) at 20GHz	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_P20	(I2)	? Uncertainty on P20	[ucd=stat.error]
#Column	l_m20	(A1)	Limit flag on m20	[ucd=meta.code.error]
#Column	m20	(F4.1)	? Fractional polarisation at 20GHz	[ucd=phys.polarization]
#Column	PA20	(I3)	[-90/90]? Position angle at 20GHz	[ucd=pos.posAng]
#Column	l_P8	(A1)	Limit flag on P8	[ucd=meta.code.error]
#Column	P8	(I3)	? Polarized flux density (or limit) at 8GHz	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_P8	(I2)	? Uncertainty on P8	[ucd=stat.error]
#Column	l_m8	(A1)	Limit flag on m8	[ucd=meta.code.error]
#Column	m8	(F5.1)	? Fractional polarisation at 8GHz	[ucd=phys.polarization]
#Column	PA8	(I3)	[-90/90]? Position angle at 8GHz	[ucd=pos.posAng]
#Column	l_P5	(A1)	Limit flag on P5	[ucd=meta.code.error]
#Column	P5	(I4)	? Polarized flux density (or limit) at 5GHz	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_P5	(I1)	? Uncertainty on P5	[ucd=stat.error]
#Column	l_m5	(A1)	Limit flag on m5	[ucd=meta.code.error]
#Column	m5	(F5.1)	? Fractional polarisation at 5GHz	[ucd=phys.polarization]
#Column	PA5	(I3)	[-90/90]? Position angle at 5GHz	[ucd=pos.posAng]
#Column	Sp	(A2)	SPECFIND of radio surveys with this source (Vollmer et al., Cat. VIII/85)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	AT20G	RAJ2000	DEJ2000	S20	e_S20	S8	e_S8	S5	e_S5	Ep	Q	Flags	l_P20	P20	e_P20	l_m20	m20	PA20	l_P8	P8	e_P8	l_m8	m8	PA8	l_P5	P5	e_P5	l_m5	m5	PA5	Sp
224.7073510	-70.5058861	034.8757917	-29.3705000	J021930-292213	02 19 30.19	-29 22 13.8	   66	  5	  94	  5	   61	  5	444	g	   	<	   8	  	<	12.3	   	<	 13	  	<	 14.4	   	<	   6	 	<	  9.9	   	Sp
183.3423268	-64.8953008	035.1177500	-13.0885556	J022028-130518	02 20 28.26	-13 05 18.8	  353	 16	    	   	     	   	6..	g	   	 	  13	 2	 	 3.8	-42	 	   	  	 	     	   	 	    	 	 	     	   	Sp
203.2083716	-69.0760889	035.1467500	-21.8533889	J022035-215112	02 20 35.22	-21 51 12.2	   63	  4	 153	  8	  172	  9	444	g	   	<	   6	  	<	 9.5	   	<	  7	  	<	  4.3	   	<	   6	 	<	  3.5	   	Sp
167.1241191	-56.9366300	035.2251667	 -1.9487222	J022054-015655	02 20 54.04	-01 56 55.4	  134	  4	    	   	     	   	6..	g	e  	<	   6	  	<	 7.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
183.5183046	-64.7277262	035.3011667	-13.0465000	J022112-130247	02 21 12.28	-13 02 47.4	  329	 16	    	   	     	   	6..	g	   	<	   7	  	<	 2.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
190.1939124	-66.3744867	035.5032500	-16.2546111	J022200-161516	02 22 00.78	-16 15 16.6	  319	 21	 448	 23	  416	 21	444	g	   	<	   6	  	<	 1.9	   	<	  7	  	<	  1.6	   	 	  13	2	 	  3.1	 34	Sp
171.9644068	-59.1657840	035.7322500	 -5.3048056	J022255-051817	02 22 55.74	-05 18 17.3	  123	  6	    	   	     	   	6..	g	   	<	   6	  	<	 4.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
221.9081359	-69.7153758	035.7730833	-28.4143889	J022305-282451	02 23 05.54	-28 24 51.8	  120	  8	 146	  8	  108	  6	444	g	   	<	   6	  	<	 5.0	   	<	  8	  	<	  5.7	   	<	   6	 	<	  5.5	   	Sp
168.1049881	-56.6808535	035.8043333	 -2.0855556	J022313-020508	02 23 13.04	-02 05 08.0	  107	  5	    	   	     	   	6..	g	   	<	   6	  	<	 5.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
178.1701746	-61.9419403	035.9200833	 -9.4223056	J022340-092520	02 23 40.82	-09 25 20.3	   83	  4	    	   	     	   	6..	g	   	<	   6	  	<	 7.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
192.1965380	-66.3683279	035.9324167	-16.9438889	J022343-165638	02 23 43.78	-16 56 38.0	  129	  8	 190	 10	  175	  9	444	g	   	<	   6	  	<	 4.7	   	<	  7	  	<	  3.9	   	 	   8	1	 	  4.5	 47	Sp
207.6416905	-68.4945609	036.2616667	-23.2134722	J022502-231248	02 25 02.80	-23 12 48.5	  483	 25	 895	 25	  998	 23	444	g	e  	<	   6	  	<	 1.6	   	<	  6	  	<	  1.3	   	 	  10	1	 	  2.2	 26	Sp
167.1040119	-55.2151705	036.2847083	 -0.5916944	J022508-003530	02 25 08.33	-00 35 30.1	  145	  6	    	   	     	   	6..	g	e  	 	   8	 2	 	 7.0	  9	 	   	  	 	     	   	 	    	 	 	     	   	Sp
215.3463304	-69.0458789	036.2953750	-26.0551667	J022510-260318	02 25 10.89	-26 03 18.6	  224	 15	    	   	     	   	4..	g	   	<	   6	  	<	 2.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
197.0017455	-66.5430762	036.6986667	-18.7274444	J022647-184338	02 26 47.68	-18 43 38.8	  150	 10	 233	 12	  215	 11	444	g	   	<	   6	  	<	 4.0	   	<	  6	  	<	  2.6	   	<	   6	 	<	  2.8	   	Sp
209.8699077	-68.1123300	036.8897083	-23.9157222	J022733-235456	02 27 33.53	-23 54 56.6	   92	  5	 254	 11	  353	 16	444	g	e  	<	   6	  	<	 7.4	   	<	  8	  	<	  4.1	   	 	   8	2	 	  2.5	-59	Sp
175.0609165	-59.0955561	036.9352083	 -6.3519444	J022744-062107	02 27 44.45	-06 21 07.0	   93	  4	    	   	     	   	6..	g	   	<	   7	  	<	 7.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
185.5480976	-63.0853240	037.2000000	-12.7851111	J022848-124706	02 28 48.00	-12 47 06.4	   91	  5	    	   	     	   	7..	g	   	<	   6	  	<	 6.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
171.9018854	-56.9253342	037.2219167	 -3.6269444	J022853-033737	02 28 53.26	-03 37 37.0	  636	 31	    	   	     	   	7..	g	   	 	   7	 1	 	 1.1	-75	 	   	  	 	     	   	 	    	 	 	     	   	Sp
188.7525687	-63.6654341	037.5443750	-14.2970833	J023010-141749	02 30 10.65	-14 17 49.5	  104	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
173.1464204	-57.0240947	037.6536250	 -4.1601389	J023036-040936	02 30 36.87	-04 09 36.5	   67	  3	    	   	     	   	7..	g	   	<	   6	  	<	 9.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
192.5560597	-64.4255974	037.7711250	-16.1135556	J023105-160648	02 31 05.07	-16 06 48.8	   99	  7	 238	 13	  273	 14	444	g	   	<	   6	  	<	 6.0	   	<	  6	  	<	  2.5	   	 	   9	1	 	  3.3	-40	Sp
202.5837857	-66.2580738	037.9042083	-20.6726111	J023137-204021	02 31 37.01	-20 40 21.4	  160	 11	 212	 11	  170	  9	444	g	   	<	   6	  	<	 3.7	   	<	  6	  	<	  2.8	   	<	   6	 	<	  3.5	   	Sp
176.1632691	-58.0592298	038.0832500	 -6.0333333	J023219-060200	02 32 19.98	-06 02 00.0	   69	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
222.7743644	-67.6341512	038.1530417	-28.6574167	J023236-283926	02 32 36.73	-28 39 26.7	  127	  8	 183	 10	  142	  7	444	g	   	<	   6	  	<	 4.7	   	<	  6	  	<	  3.3	   	<	   6	 	<	  4.2	   	Sp
184.2696451	-61.4589107	038.1740417	-11.3389167	J023241-112020	02 32 41.77	-11 20 20.1	   69	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
177.3535504	-58.4631943	038.2247083	 -6.7650833	J023253-064554	02 32 53.93	-06 45 54.3	   95	  5	    	   	     	   	7..	g	   	 	   8	 1	 	 8.5	 43	 	   	  	 	     	   	 	    	 	 	     	   	Sp
182.8910622	-60.7585725	038.3214167	-10.3833611	J023317-102300	02 33 17.14	-10 23 00.1	   54	  3	    	   	     	   	7..	g	   	<	   6	  	<	11.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
175.0238541	-57.0918255	038.3424167	 -4.9186667	J023322-045507	02 33 22.18	-04 55 07.2	   71	  3	    	   	     	   	7..	g	   	<	   6	  	<	 8.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
174.4623511	-56.1556417	038.7805417	 -4.0348889	J023507-040205	02 35 07.33	-04 02 05.6	  280	 14	    	   	     	   	7..	g	   	<	   6	  	<	 2.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
172.5189335	-54.8435219	038.8855000	 -2.3255278	J023532-021931	02 35 32.52	-02 19 31.9	   82	  4	    	   	     	   	7..	g	   	 	   6	 1	 	 7.6	 11	 	   	  	 	     	   	 	    	 	 	     	   	Sp
188.3792800	-61.8118789	039.0397083	-13.1331944	J023609-130759	02 36 09.53	-13 07 59.5	  282	 14	    	   	     	   	7..	g	   	<	   6	  	<	 2.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
226.0137458	-66.8013475	039.1296250	-29.8986389	J023631-295355	02 36 31.11	-29 53 55.1	  612	 40	 877	 46	  543	 27	444	g	   	 	   8	 2	 	 1.2	-22	<	  9	  	<	  1.0	   	<	   6	 	<	  1.1	   	Sp
217.2364612	-66.4065293	039.3197500	-26.3980000	J023716-262352	02 37 16.74	-26 23 52.8	  176	 12	    	   	     	   	4..	g	   	 	   7	 1	 	 3.9	 -7	 	   	  	 	     	   	 	    	 	 	     	   	Sp
201.3259860	-64.5057426	039.4361667	-19.5432500	J023744-193235	02 37 44.68	-19 32 35.7	  180	 10	 940	 21	 1558	 34	444	g	e  	 	  23	 1	 	14.7	 84	 	 38	 2	 	 10.9	 79	 	  44	1	 	  7.5	 73	Sp
200.0374615	-64.1938692	039.5104167	-18.9080833	J023802-185429	02 38 02.50	-18 54 29.1	   45	  3	 104	  6	   97	  5	444	g	   	<	   6	  	<	13.5	   	<	  6	  	<	  5.8	   	<	   6	 	<	  6.2	   	Sp
191.0234050	-61.7168999	039.8172500	-14.1345278	J023916-140804	02 39 16.14	-14 08 04.3	   73	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
190.4916385	-61.5129632	039.8582083	-13.8121667	J023925-134843	02 39 25.97	-13 48 43.8	  106	  5	    	   	     	   	7..	g	   	 	  11	 1	 	10.5	 24	 	   	  	 	     	   	 	    	 	 	     	   	Sp
174.1394908	-54.3040962	039.9398333	 -2.5779444	J023945-023440	02 39 45.56	-02 34 40.6	  895	 39	    	   	     	   	7..	g	   	 	  14	 1	 	 1.5	 50	 	   	  	 	     	   	 	    	 	 	     	   	Sp
209.7933876	-65.1310987	040.0338750	-23.1543611	J024008-230915	02 40 08.13	-23 09 15.7	  897	 58	2124	111	 3011	150	444	g	   	 	  24	 2	 	 2.7	-32	 	 64	 2	 	  3.0	-31	 	 104	1	 	  3.4	-36	Sp
192.5560127	-61.8969495	040.0427500	-14.8479722	J024010-145052	02 40 10.26	-14 50 52.7	  118	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
187.4883724	-60.3307724	040.0449167	-11.9430278	J024010-115634	02 40 10.78	-11 56 34.9	  120	  6	    	   	     	   	7..	g	   	 	   7	 1	 	 5.8	-53	 	   	  	 	     	   	 	    	 	 	     	   	Sp
185.3159077	-59.5244254	040.0645000	-10.5885556	J024015-103518	02 40 15.48	-10 35 18.8	   75	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
191.0037167	-61.3987622	040.0912917	-13.9595278	J024021-135734	02 40 21.91	-13 57 34.3	  156	  8	    	   	     	   	7..	g	   	<	   6	  	<	 3.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
177.6095807	-55.8517362	040.2340833	 -5.0784722	J024056-050442	02 40 56.18	-05 04 42.5	  166	  8	    	   	     	   	6..	g	   	<	   7	  	<	 4.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
182.0192159	-57.9255221	040.2698750	 -8.2556944	J024104-081520	02 41 04.77	-08 15 20.5	 1199	 59	    	   	     	   	6..	g	   	<	  12	  	<	 1.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
195.7614364	-62.1313394	040.5866250	-16.2771111	J024220-161637	02 42 20.79	-16 16 37.6	   75	  5	 109	  6	   94	  5	444	g	   	<	   6	  	<	 8.0	   	<	  6	  	<	  5.5	   	<	   6	 	<	  6.4	   	Sp
206.5569638	-64.1273112	040.6497917	-21.5403611	J024235-213225	02 42 35.95	-21 32 25.3	  322	 21	 759	 40	  904	 45	444	g	   	<	   6	  	<	 1.9	   	<	  8	  	<	  1.0	   	<	   9	 	<	  1.0	   	Sp
172.1034008	-51.9335258	040.6696667	 -0.0129722	J024240-000046	02 42 40.72	-00 00 46.7	  474	 17	    	   	     	   	6..	g	e  	 	  15	 3	 	 4.3	-56	 	   	  	 	     	   	 	    	 	 	     	   	Sp
178.4657547	-55.5340804	040.7974583	 -5.2160556	J024311-051257	02 43 11.39	-05 12 57.8	   67	  3	    	   	     	   	6..	g	   	<	   7	  	<	11.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
179.3038053	-55.9556745	040.8019583	 -5.8486944	J024312-055055	02 43 12.47	-05 50 55.3	  477	 24	    	   	     	   	6..	g	   	 	   9	 2	 	 2.0	-58	 	   	  	 	     	   	 	    	 	 	     	   	Sp
187.6043616	-58.8086792	041.3540000	-11.1214167	J024524-110717	02 45 24.96	-11 07 17.1	  167	  8	    	   	     	   	6..	g	   	<	   6	  	<	 3.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
225.7003042	-64.7076099	041.5420833	-29.7561111	J024610-294522	02 46 10.10	-29 45 22.0	   80	  5	 137	  7	   95	  5	444	g	   	<	   7	  	<	 9.4	   	<	  6	  	<	  4.4	   	<	   6	 	<	  6.3	   	Sp
190.4214628	-59.3181579	041.7437083	-12.6083889	J024658-123630	02 46 58.49	-12 36 30.2	  261	 13	    	   	     	   	6..	g	   	 	  11	 2	 	 4.4	 62	 	   	  	 	     	   	 	    	 	 	     	   	Sp
222.0607032	-64.4154089	041.7875000	-28.1804722	J024709-281049	02 47 09.00	-28 10 49.7	  133	  9	 108	  6	   35	  2	444	g	   	<	   6	  	<	 4.5	   	<	  6	  	<	  5.6	   	<	   6	 	<	 16.9	   	Sp
197.5585017	-61.0109914	042.0322500	-16.5293611	J024807-163145	02 48 07.74	-16 31 45.7	  492	 32	 654	 34	  522	 26	444	g	   	 	   6	 1	 	 1.3	 37	<	  7	  	<	  1.0	   	 	   8	1	 	  1.5	-39	Sp
210.5004685	-63.2506735	042.0947083	-22.9664722	J024822-225759	02 48 22.73	-22 57 59.3	  139	  9	 377	 20	  492	 25	444	g	   	<	   6	  	<	 4.3	   	 	 11	 2	 	  3.0	-75	 	  13	1	 	  2.7	-78	Sp
192.1188893	-59.3777132	042.1612917	-13.3744444	J024838-132228	02 48 38.71	-13 22 28.0	  155	  6	    	   	     	   	6..	g	e  	<	   6	  	<	 5.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
194.6204692	-60.0414803	042.2231667	-14.7987500	J024853-144755	02 48 53.56	-14 47 55.5	   53	  3	    	   	     	   	6..	g	   	<	   6	  	<	11.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
209.5675231	-62.9939551	042.2408333	-22.4914722	J024857-222929	02 48 57.80	-22 29 29.3	   93	  6	 115	  7	  100	  5	444	g	   	<	   6	  	<	 6.5	   	<	  6	  	<	  5.2	   	<	   6	 	<	  6.0	   	Sp
201.2861653	-61.5945304	042.2667083	-18.3983889	J024904-182354	02 49 04.01	-18 23 54.2	   75	  8	    	   	     	   	6..	g	   	<	   6	  	<	 8.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
185.5973255	-56.6815339	042.4666250	 -9.0069722	J024951-090025	02 49 51.99	-09 00 25.1	   76	  4	    	   	     	   	6..	g	   	<	   6	  	<	 8.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
194.2099800	-59.5866930	042.5286250	-14.3961944	J025006-142346	02 50 06.87	-14 23 46.3	   90	  4	    	   	     	   	6..	g	   	<	   7	  	<	 7.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
220.7134379	-63.6746898	042.5598750	-27.5247778	J025014-273129	02 50 14.37	-27 31 29.2	   76	  5	 104	  6	  100	  5	444	g	   	<	   7	  	<	 9.4	   	<	  6	  	<	  5.8	   	<	   6	 	<	  6.0	   	Sp
209.4564959	-62.6598745	042.5730000	-22.3504167	J025017-222101	02 50 17.52	-22 21 01.5	   74	  5	    	   	     	   	4..	g	   	<	   8	  	<	11.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
218.3657452	-63.4639883	042.6480833	-26.4617222	J025035-262742	02 50 35.54	-26 27 42.2	  276	 18	 435	 23	  307	 15	444	g	   	<	   6	  	<	 2.2	   	<	  6	  	<	  1.4	   	 	   9	1	 	  2.8	 47	Sp
225.3524038	-63.3092263	043.1455000	-29.5628611	J025234-293346	02 52 34.92	-29 33 46.3	  149	 10	 212	 11	  173	  9	444	g	   	<	   6	  	<	 4.0	   	 	  6	 1	 	  2.9	-63	<	   6	 	<	  3.5	   	Sp
209.7486456	-62.0954808	043.1998333	-22.3235833	J025247-221924	02 52 47.96	-22 19 24.9	  325	 21	    	   	     	   	4..	g	   	 	   7	 1	 	 2.1	 20	 	   	  	 	     	   	 	    	 	 	     	   	Sp
220.4305389	-63.0083775	043.2899583	-27.3244444	J025309-271928	02 53 09.59	-27 19 28.0	   42	  3	  47	  4	   62	  3	444	g	   	<	   8	  	<	18.7	   	<	  7	  	<	 15.4	   	<	   6	 	<	  9.7	   	Sp
187.2368554	-56.3160145	043.3070417	 -9.5212500	J025313-093116	02 53 13.69	-09 31 16.5	   56	  3	    	   	     	   	6..	g	   	<	   7	  	<	12.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
208.5873469	-61.7579375	043.3793750	-21.7031944	J025331-214211	02 53 31.05	-21 42 11.5	  105	  7	 136	  7	  105	  5	444	g	   	<	   6	  	<	 5.7	   	<	  6	  	<	  4.4	   	<	   6	 	<	  5.7	   	Sp
185.0854447	-55.2273711	043.4642083	 -7.9010556	J025351-075403	02 53 51.41	-07 54 03.8	   83	  4	    	   	     	   	6..	g	   	<	   6	  	<	 7.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
195.4288473	-58.7926852	043.5587500	-14.5551944	J025414-143318	02 54 14.10	-14 33 18.7	   51	  2	    	   	     	   	6..	g	   	<	   6	  	<	11.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
225.8428385	-62.8581079	043.6738333	-29.7678889	J025441-294604	02 54 41.72	-29 46 04.4	   83	  9	    	   	     	   	6..	g	   	<	   6	  	<	 7.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
209.2827998	-61.3406706	043.9135417	-21.8978611	J025539-215352	02 55 39.25	-21 53 52.3	   53	  4	 130	  7	  181	  9	444	g	   	<	   7	  	<	12.5	   	<	  6	  	<	  4.6	   	<	   6	 	<	  3.3	   	Sp
195.1820866	-58.3067024	043.9338750	-14.2077500	J025544-141227	02 55 44.13	-14 12 27.9	   60	  3	    	   	     	   	6..	g	   	<	   6	  	<	10.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
208.8189690	-61.1362971	044.0535000	-21.6245833	J025612-213728	02 56 12.84	-21 37 28.5	  147	 10	 275	 14	  257	 13	444	g	   	<	   6	  	<	 4.1	   	<	  6	  	<	  2.2	   	<	   6	 	<	  2.3	   	Sp
181.8859016	-52.7677096	044.2101667	 -4.8954722	J025650-045343	02 56 50.44	-04 53 43.7	  138	  6	    	   	     	   	6..	g	   	<	   6	  	<	 4.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
183.5475565	-53.5212970	044.2608333	 -6.1438889	J025702-060838	02 57 02.60	-06 08 38.0	   56	  2	    	   	     	   	6..	g	   	<	   6	  	<	11.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
182.7180806	-53.0535981	044.3115833	 -5.4641389	J025714-052750	02 57 14.78	-05 27 50.9	  110	  5	    	   	     	   	6..	g	   	<	   6	  	<	 5.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
186.0642787	-54.5610644	044.3435417	 -7.9488056	J025722-075655	02 57 22.45	-07 56 55.7	  117	  6	    	   	     	   	6..	g	   	<	   8	  	<	 7.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
192.3924023	-56.8852423	044.4207500	-12.2003889	J025740-121201	02 57 40.98	-12 12 01.4	  242	 12	    	   	     	   	6..	g	   	<	   7	  	<	 2.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
216.9133136	-61.6035250	044.5697917	-25.4996944	J025816-252958	02 58 16.75	-25 29 58.9	  245	 16	 332	 17	  270	 14	444	g	   	 	  14	 2	 	 5.6	 88	 	  6	 2	 	  1.8	 76	<	   6	 	<	  2.2	   	Sp
177.1899388	-49.2276988	044.8692917	 -0.3331944	J025928-001959	02 59 28.63	-00 19 59.5	  965	 47	    	   	     	   	7..	g	   	 	  11	 1	 	 1.1	-88	 	   	  	 	     	   	 	    	 	 	     	   	Sp
204.3218114	-59.4812043	044.9290417	-18.9747222	J025942-185829	02 59 42.97	-18 58 29.0	   46	  3	  52	  4	   56	  3	444	g	   	<	   6	  	<	13.0	   	<	  6	  	<	 11.5	   	<	   6	 	<	 10.8	   	Sp
193.5464183	-56.6285654	044.9801667	-12.6097500	J025955-123635	02 59 55.24	-12 36 35.1	   92	  5	    	   	     	   	6..	g	   	<	   7	  	<	 8.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
183.5137149	-52.5544560	045.0055000	 -5.5222778	J030001-053120	03 00 01.32	-05 31 20.2	  282	 14	    	   	     	   	6..	g	   	 	  12	 2	 	 4.1	  7	 	   	  	 	     	   	 	    	 	 	     	   	Sp
203.1716072	-58.8855117	045.2783750	-18.2050556	J030106-181218	03 01 06.81	-18 12 18.2	  134	  9	 189	 10	  171	  9	444	g	   	<	   6	  	<	 4.5	   	<	  6	  	<	  3.2	   	<	   6	 	<	  3.5	   	Sp
200.8693997	-58.3195233	045.3193333	-16.8795000	J030116-165246	03 01 16.64	-16 52 46.2	  184	 12	 199	 10	  176	  9	444	g	   	<	   8	  	<	 4.4	   	<	  6	  	<	  3.0	   	<	   6	 	<	  3.4	   	Sp
187.1577134	-53.5547683	045.5458333	 -7.8691944	J030211-075209	03 02 11.00	-07 52 09.1	   52	  3	    	   	     	   	6..	g	   	<	   6	  	<	11.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
